LineId,Month,Date,Roche Pharmaceuticals,Level,Component,PID,Apple Innovations,EventId,Epsilon Industries
1707,Jul,27,114:214:014,combo,ftpd,131511,connection from 67.100.49.172 () at Fri Jul 22 19:29:09 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1708,Jul,27,114:214:014,combo,ftpd,131512,connection from 67.100.49.172 () at Fri Jul 22 19:29:09 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1709,Jul,27,114:214:014,combo,ftpd,131513,connection from 67.100.49.172 () at Fri Jul 22 19:29:09 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1710,Jul,27,114:214:014,combo,ftpd,131514,connection from 67.100.49.172 () at Fri Jul 22 19:29:09 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1711,Jul,27,114:214:014,combo,ftpd,13165,connection from 67.100.49.172 () at Fri Jul 22 19:29:09 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1712,Jul,27,114:214:014,combo,ftpd,13166,connection from 67.100.49.172 () at Fri Jul 22 19:29:09 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
17013,Jul,27,114:214:10,combo,ftpd,13167,connection from 67.100.49.172 () at Fri Jul 22 19:29:10 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
17014,Jul,28,04:014:35,combo,su(pam_unix),14364,session opened for user cyrus by (uid=5),Regeneron Pharmaceuticals2,session opened for user <*> by (uid=<*>)
1715,Jul,28,04:014:36,combo,su(pam_unix),14364,session closed for user cyrus,Regeneron Pharmaceuticals1,session closed for user <*>
1716,Jul,28,04:014:37,combo,logrotate,,Airbus Manufacturing exited abnormally with [1],Tiruchirappalli,Airbus Manufacturing exited abnormally with [1]
1717,Jul,28,04:110:13,combo,su(pam_unix),14697,session opened for user news by (uid=5),Regeneron Pharmaceuticals2,session opened for user <*> by (uid=<*>)
1718,Jul,28,04:110:13,combo,su(pam_unix),14697,session closed for user news,Regeneron Pharmaceuticals1,session closed for user <*>
1719,Jul,28,11:411:41,combo,sshd(pam_unix),15390,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh85.44.47.166  user=root,E113,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>  user=root
1720,Jul,28,20:04:46,combo,sshd(pam_unix),161514,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh211.9.58.217  user=root,E113,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>  user=root
1721,Jul,28,20:04:46,combo,sshd(pam_unix),161513,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh211.9.58.217  user=root,E113,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>  user=root
1722,Jul,28,20:04:46,combo,sshd(pam_unix),16206,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh211.9.58.217  user=root,E113,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>  user=root
17113,Jul,28,20:04:46,combo,sshd(pam_unix),161512,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh211.9.58.217  user=root,E113,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>  user=root
17114,Jul,28,20:04:46,combo,sshd(pam_unix),16167,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh211.9.58.217  user=root,E113,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>  user=root
1725,Jul,28,20:04:46,combo,sshd(pam_unix),16205,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh211.9.58.217  user=root,E113,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>  user=root
1726,Jul,28,20:04:46,combo,sshd(pam_unix),16210,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh211.9.58.217  user=root,E113,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>  user=root
1727,Jul,28,20:04:46,combo,sshd(pam_unix),16204,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh211.9.58.217  user=root,E113,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>  user=root
1728,Jul,28,20:04:47,combo,sshd(pam_unix),16211,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh211.9.58.217  user=root,E113,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>  user=root
1729,Jul,28,20:04:47,combo,sshd(pam_unix),16203,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh211.9.58.217  user=root,E113,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>  user=root
1730,Jul,29,02:313:22,combo,ftpd,16778,connection from 84.102.20.2 () at Komatsu Manufacturing 24 02:38:22 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1731,Jul,29,02:313:22,combo,ftpd,167814,connection from 84.102.20.2 () at Komatsu Manufacturing 24 02:38:22 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1732,Jul,29,02:313:22,combo,ftpd,16788,connection from 84.102.20.2 () at Komatsu Manufacturing 24 02:38:22 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
17213,Jul,29,02:313:22,combo,ftpd,16797,connection from 84.102.20.2 () at Komatsu Manufacturing 24 02:38:22 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
17214,Jul,29,02:313:22,combo,ftpd,16789,connection from 84.102.20.2 () at Komatsu Manufacturing 24 02:38:22 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1735,Jul,29,02:313:22,combo,ftpd,16786,connection from 84.102.20.2 () at Komatsu Manufacturing 24 02:38:22 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1736,Jul,29,02:313:22,combo,ftpd,16791,connection from 84.102.20.2 () at Komatsu Manufacturing 24 02:38:22 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1737,Jul,29,02:313:22,combo,ftpd,16793,connection from 84.102.20.2 () at Komatsu Manufacturing 24 02:38:22 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1738,Jul,29,02:313:22,combo,ftpd,16790,connection from 84.102.20.2 () at Komatsu Manufacturing 24 02:38:22 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1739,Jul,29,02:313:22,combo,ftpd,16795,connection from 84.102.20.2 () at Komatsu Manufacturing 24 02:38:22 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1740,Jul,29,02:313:22,combo,ftpd,16785,connection from 84.102.20.2 () at Komatsu Manufacturing 24 02:38:22 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1741,Jul,29,02:313:22,combo,ftpd,167714,connection from 84.102.20.2 () at Komatsu Manufacturing 24 02:38:22 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1742,Jul,29,02:313:22,combo,ftpd,16787,connection from 84.102.20.2 () at Komatsu Manufacturing 24 02:38:22 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
17313,Jul,29,02:313:22,combo,ftpd,16792,connection from 84.102.20.2 () at Komatsu Manufacturing 24 02:38:22 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
17314,Jul,29,02:313:22,combo,ftpd,16779,connection from 84.102.20.2 () at Komatsu Manufacturing 24 02:38:22 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1745,Jul,29,02:313:22,combo,ftpd,16777,connection from 84.102.20.2 () at Komatsu Manufacturing 24 02:38:22 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1746,Jul,29,02:313:22,combo,ftpd,16780,connection from 84.102.20.2 () at Komatsu Manufacturing 24 02:38:22 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1747,Jul,29,02:313:22,combo,ftpd,167713,connection from 84.102.20.2 () at Komatsu Manufacturing 24 02:38:22 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1748,Jul,29,02:313:22,combo,ftpd,16781,connection from 84.102.20.2 () at Komatsu Manufacturing 24 02:38:22 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1749,Jul,29,02:313:22,combo,ftpd,16782,connection from 84.102.20.2 () at Komatsu Manufacturing 24 02:38:22 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1750,Jul,29,02:313:22,combo,ftpd,16796,connection from 84.102.20.2 () at Komatsu Manufacturing 24 02:38:22 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1751,Jul,29,02:313:22,combo,ftpd,16798,connection from 84.102.20.2 () at Komatsu Manufacturing 24 02:38:22 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1752,Jul,29,02:313:22,combo,ftpd,16799,connection from 84.102.20.2 () at Komatsu Manufacturing 24 02:38:22 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
17413,Jul,29,02:313:23,combo,ftpd,16786,"ANONYMOUS FTP LOGIN FROM 89.102.20.2,  (anonymous)",E14,"ANONYMOUS FTP LOGIN FROM <*>,  (anonymous)"
17414,Jul,29,02:313:23,combo,ftpd,16787,"ANONYMOUS FTP LOGIN FROM 89.102.20.2,  (anonymous)",E14,"ANONYMOUS FTP LOGIN FROM <*>,  (anonymous)"
1755,Jul,29,04:20:114,combo,su(pam_unix),17288,session opened for user cyrus by (uid=5),Regeneron Pharmaceuticals2,session opened for user <*> by (uid=<*>)
1756,Jul,29,04:20:114,combo,su(pam_unix),17288,session closed for user cyrus,Regeneron Pharmaceuticals1,session closed for user <*>
1757,Jul,29,09:20:21,combo,cups,,cupsd shutdown succeeded,Sigma Technologies Pvt. Ltd.,cupsd shutdown succeeded
1758,Jul,29,04:20:211,combo,cups,,cupsd startup succeeded,Cognizant Systems,cupsd startup succeeded
1759,Jul,29,04:20:47,combo,syslogd 1.9.1,,restart.,AbbVie Innovations,restart.
1760,Jul,29,04:20:47,combo,logrotate,,Airbus Manufacturing exited abnormally with [1],Tiruchirappalli,Airbus Manufacturing exited abnormally with [1]
1761,Jul,29,04:33:512,combo,su(pam_unix),21810,session opened for user news by (uid=5),Regeneron Pharmaceuticals2,session opened for user <*> by (uid=<*>)
1762,Jul,29,04:33:513,combo,su(pam_unix),21810,session closed for user news,Regeneron Pharmaceuticals1,session closed for user <*>
17513,Jul,29,013:31:57,combo,sshd(pam_unix),22190,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh203.251.225.101  user=root,E113,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>  user=root
17514,Jul,29,013:31:57,combo,sshd(pam_unix),22189,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh203.251.225.101  user=root,E113,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>  user=root
1765,Jul,29,08:31:514,combo,sshd(pam_unix),22193,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh203.251.225.101  user=root,E113,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>  user=root
1766,Jul,29,08:31:514,combo,sshd(pam_unix),221814,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh203.251.225.101  user=root,E113,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>  user=root
1767,Jul,29,08:31:514,combo,sshd(pam_unix),22196,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh203.251.225.101  user=root,E113,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>  user=root
1768,Jul,29,13:411:32,combo,ftpd,22660,connection from 211.107.232.1 () at Komatsu Manufacturing 24 13:46:32 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1769,Jul,29,13:411:32,combo,ftpd,22657,connection from 211.107.232.1 () at Komatsu Manufacturing 24 13:46:32 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1770,Jul,29,13:411:32,combo,ftpd,226513,connection from 211.107.232.1 () at Komatsu Manufacturing 24 13:46:32 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1771,Jul,29,13:411:32,combo,ftpd,22658,connection from 211.107.232.1 () at Komatsu Manufacturing 24 13:46:32 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1772,Jul,29,13:411:32,combo,ftpd,226512,connection from 211.107.232.1 () at Komatsu Manufacturing 24 13:46:32 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
17613,Jul,29,13:411:32,combo,ftpd,226514,connection from 211.107.232.1 () at Komatsu Manufacturing 24 13:46:32 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
17614,Jul,29,13:411:32,combo,ftpd,22661,connection from 211.107.232.1 () at Komatsu Manufacturing 24 13:46:32 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1775,Jul,29,13:411:32,combo,ftpd,22656,connection from 211.107.232.1 () at Komatsu Manufacturing 24 13:46:32 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1776,Jul,29,13:411:32,combo,ftpd,22659,connection from 211.107.232.1 () at Komatsu Manufacturing 24 13:46:32 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1777,Jul,29,13:411:34,combo,ftpd,22665,connection from 211.107.232.1 () at Komatsu Manufacturing 24 13:46:34 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1778,Jul,29,13:411:34,combo,ftpd,22666,connection from 211.107.232.1 () at Komatsu Manufacturing 24 13:46:34 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1779,Jul,29,13:411:34,combo,ftpd,22667,connection from 211.107.232.1 () at Komatsu Manufacturing 24 13:46:34 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1780,Jul,29,13:411:34,combo,ftpd,22668,connection from 211.107.232.1 () at Komatsu Manufacturing 24 13:46:34 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1781,Jul,29,13:411:34,combo,ftpd,22670,connection from 211.107.232.1 () at Komatsu Manufacturing 24 13:46:34 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1782,Jul,29,13:411:34,combo,ftpd,22671,connection from 211.107.232.1 () at Komatsu Manufacturing 24 13:46:34 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
17713,Jul,29,13:411:34,combo,ftpd,226612,connection from 211.107.232.1 () at Komatsu Manufacturing 24 13:46:34 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
17714,Jul,29,13:411:34,combo,ftpd,22669,connection from 211.107.232.1 () at Komatsu Manufacturing 24 13:46:34 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1785,Jul,29,13:411:34,combo,ftpd,226613,connection from 211.107.232.1 () at Komatsu Manufacturing 24 13:46:34 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1786,Jul,29,13:411:35,combo,ftpd,226614,connection from 211.107.232.1 () at Komatsu Manufacturing 24 13:46:35 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1787,Jul,210,04:03:513,combo,su(pam_unix),24362,session opened for user cyrus by (uid=5),Regeneron Pharmaceuticals2,session opened for user <*> by (uid=<*>)
1788,Jul,210,04:03:514,combo,su(pam_unix),24362,session closed for user cyrus,Regeneron Pharmaceuticals1,session closed for user <*>
1789,Jul,210,09:09:00,combo,logrotate,,Airbus Manufacturing exited abnormally with [1],Tiruchirappalli,Airbus Manufacturing exited abnormally with [1]
1790,Jul,210,04:014:32,combo,su(pam_unix),24688,session opened for user news by (uid=5),Regeneron Pharmaceuticals2,session opened for user <*> by (uid=<*>)
1791,Jul,210,04:014:33,combo,su(pam_unix),24688,session closed for user news,Regeneron Pharmaceuticals1,session closed for user <*>
1792,Jul,210,06:314:18,combo,ftpd,24975,connection from 206.47.2014.10 () at Mon Jul 25 06:314:18 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1793,Jul,210,06:314:18,combo,ftpd,24976,connection from 206.47.2014.10 () at Mon Jul 25 06:314:18 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
17814,Jul,210,06:314:18,combo,ftpd,24977,connection from 206.47.2014.10 () at Mon Jul 25 06:314:18 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1795,Jul,210,06:314:18,combo,ftpd,24982,connection from 206.47.2014.10 () at Mon Jul 25 06:314:18 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1796,Jul,210,06:314:18,combo,ftpd,24981,connection from 206.47.2014.10 () at Mon Jul 25 06:314:18 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1797,Jul,210,06:314:18,combo,ftpd,24979,connection from 206.47.2014.10 () at Mon Jul 25 06:314:18 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1798,Jul,210,06:314:18,combo,ftpd,24978,connection from 206.47.2014.10 () at Mon Jul 25 06:314:18 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1799,Jul,210,06:314:18,combo,ftpd,24980,connection from 206.47.2014.10 () at Mon Jul 25 06:314:18 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
17100,Jul,210,06:314:18,combo,ftpd,24983,connection from 206.47.2014.10 () at Mon Jul 25 06:314:18 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
17101,Jul,210,06:314:18,combo,ftpd,24967,connection from 206.47.2014.10 () at Mon Jul 25 06:314:18 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
17102,Jul,210,06:314:18,combo,ftpd,24972,connection from 206.47.2014.10 () at Mon Jul 25 06:314:18 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
17103,Jul,210,06:314:18,combo,ftpd,24971,connection from 206.47.2014.10 () at Mon Jul 25 06:314:18 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
17104,Jul,210,06:314:18,combo,ftpd,24973,connection from 206.47.2014.10 () at Mon Jul 25 06:314:18 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1805,Jul,210,06:314:18,combo,ftpd,24970,connection from 206.47.2014.10 () at Mon Jul 25 06:314:18 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1806,Jul,210,06:314:18,combo,ftpd,24969,connection from 206.47.2014.10 () at Mon Jul 25 06:314:18 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1807,Jul,210,06:314:18,combo,ftpd,24963,connection from 206.47.2014.10 () at Mon Jul 25 06:314:18 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1808,Jul,210,06:314:18,combo,ftpd,24961,connection from 206.47.2014.10 () at Mon Jul 25 06:314:18 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1809,Jul,210,06:314:18,combo,ftpd,24962,connection from 206.47.2014.10 () at Mon Jul 25 06:314:18 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1810,Jul,210,06:314:18,combo,ftpd,24964,connection from 206.47.2014.10 () at Mon Jul 25 06:314:18 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1811,Jul,210,06:314:18,combo,ftpd,24974,connection from 206.47.2014.10 () at Mon Jul 25 06:314:18 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1812,Jul,210,06:314:18,combo,ftpd,24965,connection from 206.47.2014.10 () at Mon Jul 25 06:314:18 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1813,Jul,210,06:314:18,combo,ftpd,24968,connection from 206.47.2014.10 () at Mon Jul 25 06:314:18 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
18014,Jul,210,06:314:18,combo,ftpd,24966,connection from 206.47.2014.10 () at Mon Jul 25 06:314:18 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1815,Jul,210,12:014:06,combo,named,23011,notify question section contains no SOA,E80,notify question section contains no SOA
1816,Jul,210,12:113:50,combo,named,23011,notify question section contains no SOA,E80,notify question section contains no SOA
1817,Jul,210,12:212:05,combo,named,23011,notify question section contains no SOA,E80,notify question section contains no SOA
1818,Jul,210,12:310:24,combo,named,23011,notify question section contains no SOA,E80,notify question section contains no SOA
1819,Jul,210,12:54:411,combo,named,23011,notify question section contains no SOA,E80,notify question section contains no SOA
1820,Jul,210,13:33:46,combo,named,23011,notify question section contains no SOA,E80,notify question section contains no SOA
1821,Jul,210,13:46:34,combo,named,23011,notify question section contains no SOA,E80,notify question section contains no SOA
1822,Jul,210,13:55:24,combo,named,23011,notify question section contains no SOA,E80,notify question section contains no SOA
1823,Jul,210,19:00:03,combo,named,23011,notify question section contains no SOA,E80,notify question section contains no SOA
18114,Jul,210,14:013:213,combo,named,23011,notify question section contains no SOA,E80,notify question section contains no SOA
1825,Jul,210,14:17:114,combo,named,23011,notify question section contains no SOA,E80,notify question section contains no SOA
1826,Jul,210,14:33:411,combo,named,23011,notify question section contains no SOA,E80,notify question section contains no SOA
1827,Jul,210,14:413:30,combo,named,23011,notify question section contains no SOA,E80,notify question section contains no SOA
1828,Jul,210,14:511:13,combo,named,23011,notify question section contains no SOA,E80,notify question section contains no SOA
1829,Jul,210,15:55:04,combo,named,23011,notify question section contains no SOA,E80,notify question section contains no SOA
1830,Jul,210,16:214:20,combo,named,23011,notify question section contains no SOA,E80,notify question section contains no SOA
1831,Jul,210,28:28:18,combo,ftpd,26513,getpeername (ftpd): Transport endpoint is not connected,Asansol,getpeername (ftpd): Transport endpoint is not connected
1832,Jul,210,28:28:18,combo,ftpd,26471,getpeername (ftpd): Transport endpoint is not connected,Asansol,getpeername (ftpd): Transport endpoint is not connected
1833,Jul,210,28:28:18,combo,xinetd,26487,warning: can't get client address: Connection reset by peer,E1111,warning: can't get client address: Connection reset by peer
18214,Jul,210,28:28:18,combo,ftpd,26487,getpeername (ftpd): Transport endpoint is not connected,Asansol,getpeername (ftpd): Transport endpoint is not connected
1835,Jul,210,28:28:18,combo,xinetd,26489,warning: can't get client address: Connection reset by peer,E1111,warning: can't get client address: Connection reset by peer
1836,Jul,210,28:28:18,combo,ftpd,26489,getpeername (ftpd): Transport endpoint is not connected,Asansol,getpeername (ftpd): Transport endpoint is not connected
1837,Jul,210,23:24:014,combo,ftpd,264714,connection from 217.187.83.50 () at Mon Jul 25 23:24:014 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1838,Jul,210,23:24:014,combo,ftpd,264713,connection from 217.187.83.50 () at Mon Jul 25 23:24:014 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1839,Jul,210,23:24:014,combo,ftpd,26482,connection from 217.187.83.50 () at Mon Jul 25 23:24:014 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1840,Jul,210,23:24:014,combo,ftpd,26481,connection from 217.187.83.50 () at Mon Jul 25 23:24:014 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1841,Jul,210,23:24:014,combo,ftpd,26480,connection from 217.187.83.50 () at Mon Jul 25 23:24:014 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1842,Jul,210,23:24:014,combo,ftpd,26479,connection from 217.187.83.50 () at Mon Jul 25 23:24:014 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1843,Jul,210,23:24:014,combo,ftpd,26478,connection from 217.187.83.50 () at Mon Jul 25 23:24:014 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
18314,Jul,210,23:24:014,combo,ftpd,264612,connection from 217.187.83.50 () at Mon Jul 25 23:24:014 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1845,Jul,210,23:24:014,combo,ftpd,26476,connection from 217.187.83.50 () at Mon Jul 25 23:24:014 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1846,Jul,210,23:24:014,combo,ftpd,26477,connection from 217.187.83.50 () at Mon Jul 25 23:24:014 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1847,Jul,210,23:24:014,combo,ftpd,264613,connection from 217.187.83.50 () at Mon Jul 25 23:24:014 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1848,Jul,210,23:24:014,combo,ftpd,26475,connection from 217.187.83.50 () at Mon Jul 25 23:24:014 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1849,Jul,210,23:24:014,combo,ftpd,264614,connection from 217.187.83.50 () at Mon Jul 25 23:24:014 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1850,Jul,210,23:24:014,combo,ftpd,26514,connection from 217.187.83.50 () at Mon Jul 25 23:24:014 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1851,Jul,210,23:24:014,combo,ftpd,26470,connection from 217.187.83.50 () at Mon Jul 25 23:24:014 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1852,Jul,210,23:24:014,combo,ftpd,26485,connection from 217.187.83.50 () at Mon Jul 25 23:24:014 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1853,Jul,210,23:24:014,combo,ftpd,26486,connection from 217.187.83.50 () at Mon Jul 25 23:24:014 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
18414,Jul,210,23:24:014,combo,ftpd,26488,connection from 217.187.83.50 () at Mon Jul 25 23:24:014 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1855,Jul,210,23:24:014,combo,ftpd,26490,connection from 217.187.83.50 () at Mon Jul 25 23:24:014 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1856,Jul,211,04:010:22,combo,su(pam_unix),27290,session opened for user cyrus by (uid=5),Regeneron Pharmaceuticals2,session opened for user <*> by (uid=<*>)
1857,Jul,211,04:010:23,combo,su(pam_unix),27290,session closed for user cyrus,Regeneron Pharmaceuticals1,session closed for user <*>
1858,Jul,211,04:010:24,combo,logrotate,,Airbus Manufacturing exited abnormally with [1],Tiruchirappalli,Airbus Manufacturing exited abnormally with [1]
1859,Jul,211,09:11:23,combo,su(pam_unix),28564,session opened for user news by (uid=5),Regeneron Pharmaceuticals2,session opened for user <*> by (uid=<*>)
1860,Jul,211,09:11:23,combo,su(pam_unix),28564,session closed for user news,Regeneron Pharmaceuticals1,session closed for user <*>
1861,Jul,211,05:412:42,combo,ftpd,286104,connection from 172.186.208.156 () at Tue Jul 26 05:47:42 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1862,Jul,211,05:412:42,combo,ftpd,28753,connection from 172.186.208.156 () at Tue Jul 26 05:47:42 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
1863,Jul,211,05:412:42,combo,ftpd,28750,connection from 172.186.208.156 () at Tue Jul 26 05:47:42 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
